ABE,ABE FJC V162 HUO HPN,HPN,,,,TEC,,5000,,,1,ZNY,ZNY
ABE,ABE ETX ETX004 WEISS HZL,HZL,,,,TEC,,4000,,,1,ZNY,ZNY
ABE,ABE ETX V29 PTW ILG,ILG,,,,TEC,,4000,,,1,ZNY,ZNY
ABE,ABE ETX V39 LNS,LNS,,,,TEC,,4000,,,1,ZNY,ZNY
ABE,ABE ETX V162 HAR MDT,MDT,,,,TEC,CAPITAL CITY,8000,,,1,ZNY,ZNY
ABE,ABE ETX V29 PTW PHL,PHL,,,,TEC,PISTON ONLY,4000,PROPS LESS THAN 210 KTS IAS,,1,ZNY,ZNY
ABE,ABE FJC V149 MAZIE PHL,PHL,,,,TEC,TURBOJET ONLY,7000,JETS AND PROPS GREATER THAN 210 KTS,,2,ZNY,ZNY
ABE,ABE ETX V29 PTW PHL,PHL,,,,TEC,TURBOPROP ONLY,5000,,,3,ZNY,ZNY
ABE,ABE FJC V6 SEG PIT,PIT,,,,TEC,,8000,,,1,ZNY,ZOB
ABE,ABE ETX V30 SEG PIT,PIT,,,,TEC,,8000,,,2,ZNY,ZOB
ABE,ABE V276 RAV PIT,PIT,,,,TEC,,,,,3,ZNY,ZOB
ABE,ABE FJC RAV PIT,PIT,,,,TEC,,8000,,,4,ZNY,ZOB
ABE,ABE FJC V149 MAZIE ARD PNE,PNE,,,,TEC,,5000,,,1,ZNY,ZNY
ABE,ABE FJC V162 HUO POU,POU,,,,TEC,,4000(ONLY),,,1,ZNY,ZNY
ABE,ABE ETX V39 FLOAT RDG,RDG,,,,TEC,,4000,,,1,ZNY,ZNY
ABE,ABE ETX V164 FQM ROC,ROC,,,,TEC,,6000,,,1,ZNY,ZOB
ABE,ABE FJC V162 HUO SWF,SWF,,,,TEC,SWF/POU/HFD/EHT/BDL & SATS/CEF & SATS/BDR/HVN,4000,,,1,ZNY,ZNY
ABQ,ABQ LLO TEXNN5 HOU,HOU,,,,H,,,TURBOJETS - NON-ADVANCED NAV ONLY,,1,ZAB,ZHU
ABQ,ABQ LLO COACH1 HOU,HOU,,,,H,,,TURBOJETS - DME/DME/IRU OR GPS,,2,ZAB,ZHU
ABQ,ABQ LLO RIICE3 IAH,IAH,,,,H,,,NON-ADVANCED NAV ONLY,,1,ZAB,ZHU
ABQ,ABQ LLO BAZBL1 IAH,IAH,,,,H,,,DME/DME/IRU OR GPS,,2,ZAB,ZHU
ABQ,ABQ J18 GCK J96 IRK BDF5 ORD,ORD,1100-0400,,,H,,,,,1,ZAB,ZAU
ABQ,ABQ J18 GCK J96 IRK BENKY1 ORD,ORD,1100-0400,,,H,,,(TURBOJETS-RNAV 1),,2,ZAB,ZAU
ACK,ACK ACK V146 MVY V374 GON CCC V16 JFK V229 ACY,ACY,,,,TEC,,10000,SINGLE ENGINE ONLY,,1,ZBW,ZDC
ACK,ACK ACK V34 SEY HTO V308 BRIGS ACY,ACY,,,,TEC,,10000,,,2,ZBW,ZDC
ACK,ACK ACK V146 ALB,ALB,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK FREDO BOS PSM ENE AUG,AUG,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK V146 PVD V405 BDL BDL,BDL,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK V34 SEY HTO HTO302 KEYED BDR,BDR,,,,TEC,WATER,10000,,,1,ZBW,ZNY
ACK,ACK ACK V146 MVY V374 CREAM BDR,BDR,,,,TEC,LAND,10000,,,2,ZBW,ZNY
ACK,ACK ACK FREDO BED,BED,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK FREDO BOS PSM ENE BGR BGR,BGR,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK FREDO BOS PSM ENE BHB,BHB,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK FREDO BOS,BOS,,,,TEC,AND SATELLITES,10000,,,1,ZBW,ZBW
ACK,ACK ACK V146 PVD V151 GDM V229 BTV,BTV,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK V146 ALB V14 BUF,BUF,,,,TEC,,10000,,,1,ZBW,ZOB
ACK,ACK ACK V34 SEY HTO V268 BWI,BWI,,,,TEC,,10000,,,1,ZBW,ZDC
ACK,ACK ACK V146 MVY V374 GON CCC V16 ENO V268 BWI,BWI,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZDC
ACK,ACK ACK FREDO BOS MHT CON CON,CON,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK V34 SEY HTO V268 ENO DOV,DOV,,,,TEC,,10000,,,1,ZBW,ZDC
ACK,ACK ACK V146 MVY V374 GON CCC V16 ENO DOV,DOV,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZDC
ACK,ACK ACK V146 PVD HFD V1 MAD V475 BDR BDR288 RYMES DXR,DXR,,,,TEC,,10000,PROPS LESS THAN 250 KT IAS,,2,ZBW,ZNY
ACK,ACK ACK V146 BAF IGN V157 HAARP DXR,DXR,,,,TEC,,10000,JETS AND PROPS GTR THAN 250 KT IAS,,3,ZBW,ZNY
ACK,ACK ACK V146 PVD V151 GDM EEN,EEN,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK V146 CTR V270 ELM,ELM,,,,TEC,,10000,,,1,ZBW,ZNY
ACK,ACK ACK V146 CTR V270 ERI,ERI,,,,TEC,,10000,,,1,ZBW,ZOB
ACK,ACK ACK V146 PVD V167 HFD V229 V188 CMK V623 SAX EWR,EWR,,,,TEC,& SATS,10000,SINGLE ENGINE ONLY,,1,ZBW,ZNY
ACK,ACK ACK V146 PVD V167 HFD V3 CMK V623 SAX EWR,EWR,,,,TEC,& SATS,,PROPS LESS THAN 250 KTS,,2,ZBW,ZNY
ACK,ACK ACK V34 SEY V268 HTO FOK,FOK,,,,TEC,,10000,JETS AND PROPS GTR THAN 250 KT IAS,,1,ZBW,ZNY
ACK,ACK ACK V146 MVY V374 GON CCC FOK,FOK,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZNY
ACK,ACK ACK V34 SEY V268 HTO V46 DPK FRG,FRG,,,,TEC,,10000,JETS AND PROPS GTR THAN 250 KT IAS,,1,ZBW,ZNY
ACK,ACK ACK V146 MVY V374 GON CCC V16 KEEPM FRG,FRG,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZNY
ACK,ACK ACK GON,GON,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK V58 HFD HFD,HFD,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK V146 PVD V167 HFD V1 MAD V475 BDR BDR288 RYMES HPN,HPN,,,,TEC,LAND,10000,,,1,ZBW,ZNY
ACK,ACK ACK MVY SEY V34 CREAM BDR BDR288 RYMES HPN,HPN,,,,TEC,WATER,10.000,,,2,ZBW,ZNY
ACK,ACK ACK V34 SEY V268 HTO V46 CCC ISP,ISP,,,,TEC,,10000,JETS AND PROPS GTR THAN 250 KT IAS,,1,ZBW,ZNY
ACK,ACK ACK V146 MVY V374 GON CCC ISP,ISP,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZNY
ACK,ACK ACK V34 SEY V268 HTO V46 DPK JFK,JFK,,,,TEC,,10000,JETS AND PROPS GTR THAN 250 KT IAS,,1,ZBW,ZNY
ACK,ACK ACK V146 MVY V374 GON CCC V16 JFK,JFK,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZNY
ACK,ACK ACK V146 PVD V151 LEB,LEB,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK V146 PVD V167 HFD V1 MAD V475 LGA,LGA,,,,TEC,,10000,,,1,ZBW,ZNY
ACK,ACK ACK FREDO BOS MHT MHT,MHT,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK V146 PUT ORH,ORH,,,,TEC,,10000,,,2,ZBW,ZBW
ACK,ACK ACK FREDO OWD,OWD,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK V34 SEY HTO V308 BRIGS ACY V184 OOD PHL,PHL,,,,TEC,,10000,,,1,ZBW,ZNY
ACK,ACK ACK V146 MVY V374 GON CCC V16 VCN OOD PHL,PHL,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZNY
ACK,ACK ACK V34 SEY HTO V308 MANTA V276 ARD PNE,PNE,,,,TEC,,10000,,,1,ZBW,ZNY
ACK,ACK ACK V146 MVY V374 GON CCC V16 DIXIE V276 ARD PNE,PNE,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZNY
ACK,ACK ACK FREDO BOS PSM PSM,PSM,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK V146 PVD PVD,PVD,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK FREDO BOS PSM ENE PWM,PWM,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK V34 SEY HTO V308 CHOPS V16 RIC,RIC,,,,TEC,,10000,,,1,ZBW,ZDC
ACK,ACK ACK V146 MVY V374 GON CCC V16 RIC,RIC,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZDC
ACK,ACK ACK V146 PVD V405 BDL V205 TRESA SWF,SWF,,,,TEC,,10000,,,1,ZBW,ZNY
ACK,ACK ACK V146 ALB SYR,SYR,,,,TEC,,10000,,,1,ZBW,ZBW
ACK,ACK ACK V34 SEY HTO V308 MANTA V276 RBV TTN,TTN,,,,TEC,,10000,,,1,ZBW,ZNY
ACK,ACK ACK V146 MVY V374 GON CCC V16 DIXIE V276 ARD TTN,TTN,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZNY
ACK,ACK ACK V34 SEY HTO V308 DRIFT V312 CYN WRI,WRI,,,,TEC,,10000,,,1,ZBW,ZNY
ACK,ACK ACK V146 MVY V374 GON CCC V16 CYN WRI,WRI,,,,TEC,,10000,SINGLE ENGINE ONLY,,2,ZBW,ZNY
ACY,ACY V229 DIXIE V276 ARD ABE,ABE,,,,TEC,,5000,,,1,ZDC,ZNY
ACY,ACY V1 DIXIE V276 ARD ABE,ABE,,,,TEC,SINGLE ENGINE ONLY,5000,,,2,ZDC,ZNY
ACY,ACY V1 JFK V229 BDR MAD V475 V188 GON V58 NEWBE DEEPO ACK,ACK,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY V1 ATR V308 OTT ADW,ADW,,,,TEC,,4000,,,1,ZDC,ZDC
ACY,ACY V1 JFK V229 BDR BDR014 JUDDS BDL,BDL,,,,TEC,SINGLE ENGINE ONLY,5000,,,1,ZDC,ZBW
ACY,ACY HOWIE V1 JFK V229 BDR BDR,BDR,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZNY
ACY,ACY V184 ZIGGI JFK210 JFK V229 BDR BDR,BDR,N/A 1400-2100,,,TEC,,5000,TWINS ONLY,,2,ZDC,ZNY
ACY,ACY V1 JFK V229 HFD CLOWW BGR,BGR,,,,TEC,,5000,SINGLE ENGINE AND /E. /F. /G ONLY,,1,ZDC,ZBW
ACY,ACY V1 JFK V229 HFD CLOWW BHB,BHB,,,,TEC,,5000,SINGLE ENGINE AND /E. /F. /G ONLY,,1,ZDC,ZBW
ACY,ACY V1 V229 HFD HFD053 DREEM BOS,BOS,,,,TEC,SGL ENG ONLY-BOS (NORTH),5000,,,1,ZDC,ZBW
ACY,ACY V1 JFK V229 HFD V3 WOONS BOS,BOS,,,,TEC,SINGLE ENGINE ONLY,5000,,,2,ZDC,ZBW
ACY,ACY V1 JFK V229 HFD FOSTY WOONS BOS,BOS,,,,TEC,,5000,SINGLE ENGINE AND /E. /F. /G ONLY,,3,ZDC,ZBW
ACY,ACY LEEAH V268 BAL BWI,BWI,,,,TEC,,4000,,,1,ZDC,ZDC
ACY,ACY V184 OOD DQO V469 HAR CXY,CXY,,,,TEC,,4000,,,1,ZDC,ZNY
ACY,ACY LEEAH V1 ATR V308 OTT DCA,DCA,,,,TEC,PROPS ONLY,4000,,,1,ZDC,ZDC
ACY,ACY LEEAH V268 ENO DOV,DOV,,,,TEC,,4000,,,1,ZDC,ZDC
ACY,ACY V229 LEEAH V268 ENO V29 DQO PENSY J110 LEJOY J518 DJB GEMNI2 DTW,DTW,,,,H,,,,,1,ZDC,ZOB
ACY,ACY V268 ENO V29 LVZ V147 ELM,ELM,,,,TEC,,4000,,,1,ZDC,ZNY
ACY,ACY V1 JFK V229 BDR MAD V475 V188 GON V374 MINNK EWB,EWB,,,,TEC,SINGLE ENGINE ONLY,5000,,,1,ZDC,ZBW
ACY,ACY V229 DIXIE V276 RBV RBV005 OWBIE EWR,EWR,,,,TEC,,5000,NON-JETS ONLY,,1,ZDC,ZNY
ACY,ACY V229 DIXIE V276 RBV RBV005 OWBIE EWR,EWR,,,,TEC,,6000,JETS ONLY,,2,ZDC,ZNY
ACY,ACY V229 DIXIE V276 RBV V249 METRO EWR,EWR,,,,TEC,,5000,,,3,ZDC,ZNY
ACY,ACY V1 JFK BDR MAD MAD126 MONDI GON,GON,,,,TEC,SINGLE ENGINE ONLY,5000,,,1,ZDC,ZBW
ACY,ACY V1 JFK V229 HFD,HFD,,,,TEC,SINGLE ENGINE ONLY,5000,,,1,ZDC,ZBW
ACY,ACY V1 DIXIE V276 RBV V249 SAX V39 BREZY HPN,HPN,,,,TEC,,5000,MULTIENGINE PROPS ONLY,,1,ZDC,ZNY
ACY,ACY V229 DIXIE V276 RBV V249 SAX V39 BREZY HPN,HPN,,,,TEC,,5000,MULTIENGINE PROPS ONLY,,2,ZDC,ZNY
ACY,ACY V1 JFK V229 HFD V167 PVD V151 GAILS HYA,HYA,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY LEEAH V268 BAL BAL294 KROLL AML IAD,IAD,,,,TEC,NO JETS,4000,,,1,ZDC,ZDC
ACY,ACY LEEAH V229 PXT V16 V286 CSN IAD,IAD,,,,TEC,JETS ONLY,4000,,,2,ZDC,ZDC
ACY,ACY V1 JFK CCC ISP,ISP,,,,TEC,SINGLE ENGINE ONLY,5000,,,1,ZDC,ZNY
ACY,ACY V184 ZIGGI JFK210 JFK CCC ISP,ISP,,,,TEC,NO SGL ENG: N/A BTN 1400-2100 LCL,5000,,,2,ZDC,ZNY
ACY,ACY V1 JFK JFK,JFK,,,,TEC,SINGLE ENGINE ONLY,5000,,,1,ZDC,ZNY
ACY,ACY V184 ZIGGI JFK210 JFK JFK,JFK,,,,TEC,JETS MULTIENGINE PROPS ONLY NO OTFC,5000,,,2,ZDC,ZNY
ACY,ACY V1 DIXIE V276 RBV V123 NANCI LGA,LGA,,,,TEC,SINGLE ENGINE ONLY,5000,,,1,ZDC,ZNY
ACY,ACY V229 DIXIE V276 RBV V123 NANCI LGA,LGA,,,,TEC,NO SINGLE ENGINE,5000,,,2,ZDC,ZNY
ACY,ACY V229 DIXIE V276 RBV V123 NANCI LGA,LGA,,,,TEC,,7000,JETS ONLY,,3,ZDC,ZNY
ACY,ACY V184 OOD DQO DQO319 LRP144 LRP LNS,LNS,,,,TEC,,4000,,,1,ZDC,ZNY
ACY,ACY V184 OOD DQO V469 MDT,MDT,,,,TEC,,4000,,,1,ZDC,ZNY
ACY,ACY V1 JFK V229 HFD CLOWW MHT,MHT,,,,TEC,,5000,SINGLE ENGINE AND /E. /F. /G ONLY,,1,ZDC,ZBW
ACY,ACY V1 JFK V229 BDR MAD MMK,MMK,,,,TEC,SINGLE ENGINE ONLY,5000,,,1,ZDC,ZBW
ACY,ACY V1 JFK V229 BDR MAD V475 V188 GON V374 MVY,MVY,,,,TEC,SINGLE ENGINE ONLY,5000,,,1,ZDC,ZBW
ACY,ACY V1 JFK V229 BDR MAD V475 V188 GON OQU,OQU,,,,TEC,SINGLE ENGINE ONLY,5000,,,1,ZDC,ZBW
ACY,ACY V1 JFK V229 HFD V1 GRAYM ORH,ORH,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY ACY V184 OOD PHL,PHL,,,,TEC,,4000,,,1,ZDC,ZNY
ACY,ACY V229 DIXIE V276 ARD PNE,PNE,,,,TEC,,5000,,,1,ZDC,ZNY
ACY,ACY V1 JFK V229 HFD V167 PVD V151 GAILS PVC,PVC,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY V1 JFK V229 BDR MAD V475 V188 GON PVD,PVD,,,,TEC,,5000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
ACY,ACY V1 JFK V229 HFD CLOWW PWM,PWM,,,,TEC,,5000,SINGLE ENGINE AND /E. /F. /G ONLY,,1,ZDC,ZBW
ACY,ACY V184 OOD DQO MXE MXE334 HUMEL RDG,RDG,,,,TEC,,4000,,,1,ZDC,ZNY
ACY,ACY V1 SBY SBY,SBY,,,,TEC,,6000,,,1,ZDC,ZDC
ACY,ACY SIE V139 SWL,SWL,,,,TEC,,4000,,,1,ZDC,
ACY,ACY V1 ATR SWL,SWL,,,,TEC,,6000,,,2,ZDC,
ACY,ACY V1 JFK V229 BDR MAD V475 V188 GON V374 MINNK TAN,TAN,,,,TEC,SINGLE ENGINE ONLY,5000,,,1,ZDC,ZBW
ACY,ACY V229 PANZE V184 ZIGGI V276 RBV V249 METRO TEB,TEB,,,,TEC,,4000,TURBOJET ONLY,,1,ZDC,ZNY
ACY,ACY HOWIE V1 CYN WRI,WRI,,,,TEC,,5000,,,1,ZDC,ZNY
ACY,ACY VCN V16 CYN WRI,WRI,,,,TEC,,7000,,,2,ZDC,ZNY
ACY,ACY V229 PANZE WRI,WRI,,,,TEC,,3000,HELICOPTERS ONLY,,3,ZDC,ZNY
ACY,ACY SIE V44 PANZE WRI,WRI,,,,TEC,,5000,,,4,ZDC,ZNY
ACY,ACY SIE V139 HARBO WRI,WRI,,,,TEC,,5000,,,5,ZDC,ZNY
AGS,AGS GRD J209 ORF J121 SIE CAMRN4 JFK,JFK,,,,H,,,,,1,ZTL,ZNY
AHN,AHN J208 HPW,HPW,1100-0300,,,HSD,,,,NE BND,1,ZTL,
AIR,AIR J34 LDN,LDN,1100-0300,,,HSD,BELLAIRE. OH TO TRIXY INT. VA,,,E BND,1,,
AIR,AIR J162 MRB,MRB,1100-0300,,,HSD,,,,E BND,1,,ZDC
AJO,AJO PDZ V16 PRADO V363 DANAH SXC065 SXC AVX,AVX,,,,TEC,(CCB CNO EMT HMT REI L65 AJO L67 RAL RIR RIV SBD F70 ONT POC) TO (AVX),JMPQ70,,ONTN8,1,ZLA,ZLA
AJO,AJO PDZ V186 VNY BUR,BUR,,,,TEC,SEE REMARK,PQ60,,ONTN1,1,ZLA,ZLA
AJO,AJO PDZ V197 POM V264 V186 VNY BUR,BUR,,,,TEC,SEE REMARK,JM80,,ONTN2,2,ZLA,ZLA
AJO,AJO PDZ V186 FIM CMA,CMA,,,,TEC,SEE REMARK,PQ60,,ONTN14,1,ZLA,ZLA
AJO,AJO PDZ V197 POM V264 V186 FIM CMA,CMA,,,,TEC,SEE REMARK,JM80,,ONTN15,2,ZLA,ZLA
AJO,AJO PDZ V186 ROBNN V458 OCN CRQ,CRQ,,,,TEC,SEE REMARK,JM110PQ70,,ONTN11,1,ZLA,ZLA
AJO,AJO PDZ PDZ270 V394 SLI FUL,FUL,,,,TEC,SEE REMARK,JMPQ40,,ONTN9,1,ZLA,ZLA
AJO,AJO PDZ PDZ270 HHR,HHR,,,,TEC,SEE REMARK,JMPQ30,,ONTN3,1,ZLA,ZLA
AJO,AJO PDZ PDZ270 LAX LAX,LAX,,,,TEC,,JMPQ40,,ONTN4,1,ZLA,ZLA
AJO,AJO PDZ PDZ270 V394 AHEIM V8 TANDY LAX,LAX,,,,TEC,SEE REMARK,PQ40,,ONTN5,2,ZLA,ZLA
AJO,AJO PDZ V16 PRADO V363 DANAH V23 SLI V8 TANDY LAX,LAX,,,,TEC,SEE REMARK,JM80,,ONTN6,3,ZLA,ZLA
AJO,AJO PDZ PDZ270 V394 SLI LGB,LGB,,,,TEC,SEE REMARK,JMPQ40,,ONTN9,1,ZLA,ZLA
AJO,AJO PDZ V186 HAILE V66 MZB MYF,MYF,,,,TEC,SEE REMARK,JM110PQ90,,ONTN12,1,ZLA,ZLA
AJO,AJO PDZ V186 ROBNN V458 OCN NFG,NFG,,,,TEC,SEE REMARK,JM110PQ70,,ONTN11,1,ZLA,ZLA
AJO,AJO PDZ V186 ROBNN V458 OCN NKX,NKX,,,,TEC,SEE REMARK,JM110PQ70,,ONTN11,1,ZLA,ZLA
AJO,AJO PDZ V186 HAILE V66 MZB NRS,NRS,,,,TEC,SEE REMARK,JM110PQ90,,ONTN12,1,ZLA,ZLA
AJO,AJO PDZ V186 FIM NTD,NTD,,,,TEC,SEE REMARK,PQ60,,ONTN14,1,ZLA,ZLA
AJO,AJO PDZ V197 POM V264 V186 FIM NTD,NTD,,,,TEC,SEE REMARK,JM80,,ONTN15,2,ZLA,ZLA
AJO,AJO PDZ V186 HAILE V66 MZB NZY,NZY,,,,TEC,SEE REMARK,JM110PQ90,,ONTN12,1,ZLA,ZLA
AJO,AJO PDZ V186 ROBNN V458 OCN OKB,OKB,,,,TEC,SEE REMARK,JM110PQ70,,ONTN11,1,ZLA,ZLA
AJO,AJO PDZ V186 FIM OXR,OXR,,,,TEC,SEE REMARK,PQ60,,ONTN14,1,ZLA,ZLA
AJO,AJO PDZ V197 POM V264 V186 FIM OXR,OXR,,,,TEC,SEE REMARK,JM80,,ONTN15,2,ZLA,ZLA
AJO,AJO PDZ V186 ROBNN V208 JLI RNM,RNM,,,,TEC,(CCB CNO EMT HMT REI L65 AJO L67 RAL RIR RIV SBD F70 ONT POC) TO (RNM),JM110PQ70,,ONTN13,1,ZLA,ZLA
AJO,AJO PDZ V186 HAILE V66 MZB SAN,SAN,,,,TEC,SEE REMARK,JM110PQ90,,ONTN12,1,ZLA,ZLA
AJO,AJO PDZ V186 DEANO V27 KWANG SBA,SBA,,,,TEC,(CCB CNO EMT HMT REI L65 AJO L67 RAL RIR RIV SBD F70 ONT POC) TO (SBA),PQ60,,ONTN16,1,ZLA,ZLA
AJO,AJO PDZ V197 POM V264 V186 DEANO V27 KWANG SBA,SBA,,,,TEC,(CCB CNO EMT HMT REI L65 AJO L67 RAL RIR RIV SBD F70 ONT POC) TO (SBA),JM80,,ONTN17,2,ZLA,ZLA
AJO,AJO PDZ V186 HAILE V66 MZB SDM,SDM,,,,TEC,SEE REMARK,JM110PQ90,,ONTN12,1,ZLA,ZLA
AJO,AJO PDZ V186 HAILE V66 MZB SEE,SEE,,,,TEC,SEE REMARK,JM110PQ90,,ONTN12,1,ZLA,ZLA
AJO,AJO PDZ PDZ270 V394 SLI SLI,SLI,,,,TEC,SEE REMARK,JMPQ40,,ONTN9,1,ZLA,ZLA
AJO,AJO PDZ V186 DARTS SMO,SMO,,,,TEC,(CCB CNO EMT HMT REI L65 AJO L67 RAL RIR RIV SBD F70 ONT POC) TO (SMO),JMPQ60,,ONTN7,1,ZLA,ZLA
AJO,AJO PDZ PDZ270 V363 POXKU V8 SLI SNA,SNA,,,,TEC,(CCB CNO EMT HMT REI L65 AJO L67 RAL RIR RIV SBD F70 ONT POC) TO (SNA),JMPQ40,,ONTN10,1,ZLA,ZLA
AJO,AJO PDZ PDZ270 V394 SLI TOA,TOA,,,,TEC,SEE REMARK,JMPQ40,,ONTN9,1,ZLA,ZLA
AJO,AJO PDZ V186 VNY VNY,VNY,,,,TEC,SEE REMARK,PQ60,,ONTN1,1,ZLA,ZLA
AJO,AJO PDZ V197 POM V264 V186 VNY VNY,VNY,,,,TEC,SEE REMARK,JM80,,ONTN2,2,ZLA,ZLA
AJO,AJO PDZ V186 VNY WHP,WHP,,,,TEC,SEE REMARK,PQ60,,ONTN1,1,ZLA,ZLA
AJO,AJO PDZ V197 POM V264 V186 VNY WHP,WHP,,,,TEC,SEE REMARK,JM80,,ONTN2,2,ZLA,ZLA
ALB,ALB ALB CTR PVD PVD167 NEWBE DEEPO ACK,ACK,,,,TEC,,10000,,,1,ZBW,ZBW
ALB,ALB  BDL,BDL,,,,TEC,,10000,,,1,ZBW,ZBW
ALB,ALB V130 BDL,BDL,,,,TEC,,10000,,,2,ZBW,ZBW
ALB,ALB ALB V44 DENNA BDR,BDR,,,,TEC,,10000,,,1,ZBW,ZNY
ALB,ALB ALB GDM V431 LOBBY BED,BED,,,,TEC,,10000,,,1,ZBW,ZBW
ALB,ALB V14 V428 V29 BGM,BGM,,,,TEC,,6000,,,1,ZBW,ZNY
ALB,ALB ALB GDM3 BOS,BOS,1100-0300,,,L,,60-170,NON-RNAV,,1,ZBW,ZBW
ALB,ALB ALB QUABN-STAR BOS,BOS,1100-0300,,,L,,60-170,RNAV ONLY,,2,ZBW,ZBW
ALB,ALB ALB GDM V431 REVER BOS,BOS,,,,TEC,,10000,,,1,ZBW,ZBW
ALB,ALB V14 BUF,BUF,,,,TEC,,10000,,,1,ZBW,ZOB
ALB,ALB SYR JOSSY MAULL KODIE CTW TIGRR1 CVG,CVG,,,,H,,,RNAV ONLY,,1,ZBW,ZID
ALB,ALB SYR J29 KELIE SLT016 SLT SLT249 KODIE CTW081 CTW CINCE6 CVG,CVG,,,,H,,,ALL OTHERS,,2,ZBW,ZID
ALB,ALB ALB V123 HAARP DXR,DXR,,,,TEC,,10000,PROPS LESS THAN 250 KT IAS,,1,ZBW,ZNY
